https://www.hackread.com/feed/,#security #data #hacking #hacker
http://feeds.feedburner.com/TechCrunchIT,#tech
http://feeds.feedburner.com/TechCrunch/startups,#startup
http://rss.nytimes.com/services/xml/rss/nyt/Technology.xml,#tech
https://www.wired.com/feed/category/security/latest/rss,#security
https://www.wired.com/feed/rss,#tech #news
https://www.wired.com/feed/category/science/latest/rss,#science
https://www.wired.com/feed/category/business/latest/rss,#tech #business
https://krebsonsecurity.com/feed,#security #data
https://www.smartdatacollective.com/feed,#data #DataScience #DataEngineering
https://insidebigdata.com/feed,#bigdata #data #DataScience #DataEngineering
https://simplystatistics.org/index.xml,#data #statistics #DataScience #DataEngineering
http://feeds.feedburner.com/TheHackersNews?format=xml,#security #data #hacking #hacker
https://feeds.feedburner.com/eset/blog/,#security #data #hacking #hacker
http://hackerone.com/blog.rss,#security #data #hacking #hacker
https://tisiphone.net/feed/,#security #data #hacking #hacker #girlcode
https://arstechnica.com/feed/,#tech #science #news
https://gizmodo.com/rss,#tech #science #news